62	58	-3.2686579628096124e-20
62	64	3.2686579628096124e-20
64	31	-5.603413650530777e-20
64	65	1.681024095159213e-19
65	32	-1.961194777685752e-19
65	66	5.13646251298654e-19
66	14	-6.313179379597992e-19
66	67	7.060301199668708e-19
67	35	-1.1269087452734034e-18
67	68	1.3510452912946428e-18
68	30	-2.155980109347074e-18
68	69	2.305404473361217e-18
69	24	-3.9223895553715226e-18
69	70	4.221238283399809e-18
70	36	-7.271985715355437e-18
70	71	9.662775539581924e-18
71	9	-1.5480364111866278e-17
71	72	2.0261943760319055e-17
72	39	-3.292769621548237e-17
72	73	4.4881645336615004e-17
73	19	-7.232139218285031e-17
73	74	8.666613112820805e-17
74	38	-1.4786115528292757e-16
74	75	1.9567695176745653e-16
75	49	-3.2241508486710866e-16
75	76	3.606677220547356e-16
76	44	-6.400941289395631e-16
76	77	6.783467661271838e-16
77	60	-1.2384291289493016e-15
77	78	1.314934403324543e-15
78	10	-2.4076659876915736e-15
78	79	2.560676536442056e-15
79	53	-4.700824081056789e-15
79	80	5.92490847106075e-15
80	42	-1.0130908964637876e-14
80	81	1.0742951159639807e-14
81	61	-1.9860769227813898e-14
81	82	1.9860769227813898e-14
82	46	-3.783003662440742e-14
82	83	4.272637418442327e-14
83	37	-7.71173165702482e-14
83	84	7.7117316570249e-14
84	50	-1.47528779525693e-13
84	85	1.5732145464572388e-13
85	18	-2.925561692109425e-13
85	86	3.5131221993113103e-13
86	45	-6.204638956051981e-13
86	87	6.988052965654516e-13
87	59	-1.2715412002010192e-12
87	88	1.2715412002010192e-12
88	17	-2.4488941633501107e-12
88	89	2.762259767191099e-12
89	43	-5.036232918873345e-12
89	90	5.349598522714385e-12
90	34	-1.0038505033389568e-11
90	91	1.0665236241071649e-11
91	26	-2.003450760556858e-11
91	92	2.1287970020932532e-11
92	6	-4.002992874872249e-11
92	93	4.25368535794504e-11
93	15	-8.006491178137774e-11
93	94	1.3020340839593918e-10
94	57	-2.0541590128147584e-10
94	95	2.1544360060438747e-10
95	56	-4.0877621357518827e-10
95	96	4.0877621357518827e-10
96	51	-7.941937863746515e-10
96	97	7.941937863746581e-10
97	41	-1.5442656957284955e-09
97	98	1.6244872903117885e-09
98	13	-3.085279164649555e-09
98	99	3.887495110482538e-09
99	47	-6.81039116120317e-09
99	100	8.09393667453591e-09
100	20	-1.455507700695943e-08
100	101	1.9689259060290606e-08
101	8	-3.3516582216902063e-08
101	102	3.480012773023475e-08
102	16	-6.668175471704405e-08
102	103	7.69501188237064e-08
103	40	-1.4045655188755785e-07
103	104	1.5585909804755095e-07
104	25	-2.897827870566178e-07
104	105	3.20587879376604e-07
105	29	-5.971987215670117e-07
105	106	6.588089062069841e-07
106	11	-1.2294654623710177e-06
106	107	1.2294654623710245e-06
107	23	-2.4054759046389546e-06
107	108	2.4054759046389546e-06
108	4	-4.7085911324847634e-06
108	109	5.365766435311127e-06
109	54	-9.878166270609022e-06
109	110	1.0206753922022245e-05
110	33	-1.9681729732606407e-05
110	111	1.9681729732606407e-05
111	12	-3.8576190275908566e-05
111	112	4.120489148721391e-05
112	5	-7.826828998759667e-05
112	113	0.00012295621057979058
113	27	-0.00019821418172171048
113	114	0.00019821418172171048
114	7	-0.00038894858300109224
114	115	0.0003994633878463136
115	28	-0.0007740064677732913
115	116	0.0007950360774637375
116	52	-0.0015408968554998176
116	117	0.0016670745136424811
117	55	-0.003152939338588734
117	118	0.004078242164968271
118	119	0.08417304195886757
119	3	-0.0910480577342554
119	120	0.24481656379078298
120	1	0.11558728927618221
120	2	0.12465497182745171
118	21	-0.007120552053080209
62	63	3.2686579628096124e-20
63	22	0.0
63	48	0.0
